"emp_no","salary"
260769,77728
260773,53907
260775,70117
260776,40000
260779,48699
260780,45006
260782,48965
260784,40000
260786,40000
260793,44349
260795,68710
260797,40000
260799,40000
260805,40000
260807,40000
260809,40000
260812,42303
260813,40000
260818,40000
260821,45840
260824,54631
260829,53106
260837,48012
260839,75721
260842,40000
260844,43856
260845,53509
260846,48817
260848,46532
260850,40188
260851,40420
260855,56045
260858,40000
260860,40000
260861,52779
260863,58278
260870,40000
260874,40000
260888,44745
260894,58897
260897,40000
260900,40000
260901,40000
260904,60315
260907,80034
260908,52616
260910,73740
260911,52819
260915,40000
260918,92157
260921,41696
260926,63601
260933,61059
260945,40000
260947,40000
260950,50133
260955,49503
260957,83174
260960,70702
260963,49087
260964,40000
260969,40000
260975,50824
260977,41034
260982,40640
260984,54180
260988,40000
260993,52675
260994,55458
260996,57073
260998,40000
261002,42435
261008,40000
261011,67102
261012,40000
261019,40000
261022,40000
261024,64196
261025,40000
261027,41361
261042,40000
261043,40000
261049,51782
261050,43390
261055,40000
261058,71235
261064,74815
261065,55345
261074,62448
261075,72589
261077,73439
261079,40000
261081,40000
261086,40000
261089,69657
261091,40000
261092,60327
261094,45741
261100,53088
261101,40000
261103,59058
261104,48654
261109,45502
261118,66163
261121,66917
261126,44296
261128,77616
261135,50209
261139,40000
261144,97888
261148,63235
261151,40000
261154,63249
261163,51616
261164,78095
261165,59854
261167,68491
261168,81054
261169,55650
261171,51943
261172,68463
261173,43210
261174,40000
261175,83477
261181,44309
261188,58268
261191,40000
261197,44897
261201,40000
261203,59197
261205,40000
261211,71829
261212,47681
261215,41633
261220,46868
261222,40000
261227,40000
261231,53523
261232,72880
261235,40000
261237,58072
261242,50204
261245,47656
261246,82575
261247,58994
261255,48309
261260,43529
261268,40000
261270,40000
261271,40000
261275,55030
261277,64103
261284,40000
261286,48734
261292,53802
261294,80551
261295,57432
261303,40000
261305,54038
261310,43516
261311,52740
261312,40321
261313,40000
261315,52963
261326,50213
261332,54336
261335,54540
261339,60011
261341,49826
261349,58249
261350,73909
261354,50992
261358,62739
261368,47497
261370,40000
261371,40000
261375,74825
261377,40000
261386,45092
261387,40468
261390,41702
261392,80331
261395,40237
261396,49523
261397,44281
261403,64863
261406,52761
261410,43179
261411,93074
261413,51491
261430,47488
261431,98858
261434,40000
261435,46239
261442,64627
261443,40000
261446,82468
261454,40000
261457,40000
261458,40000
261466,57333
261473,47392
261479,52422
261480,40153
261484,83273
261490,53307
261493,48460
261495,40000
261498,40000
261509,87433
261511,80725
261514,60618
261523,40000
261526,74610
261528,56309
261536,40000
261538,40000
261542,40000
261544,50337
261551,40000
261553,40000
261555,47201
261556,65816
261558,40000
261559,50140
261560,40000
261563,66335
261565,97839
261568,51445
261570,49426
261572,76911
261582,50038
261583,53263
261587,40000
261590,40785
261593,48322
261595,50607
261596,40000
261597,48447
261599,42580
261607,59171
261613,72515
261614,90940
261617,74030
261621,83865
261624,40000
261630,40000
261634,51353
261635,41984
261638,47262
261639,47830
261641,40000
261642,40000
261645,40000
261652,60257
261653,40000
261655,40000
261658,52395
261667,60882
261668,47551
261670,42126
261671,40000
261675,81996
261676,55477
261695,57189
261697,64293
261698,40000
261703,54516
261712,40000
261714,40000
261716,71201
261719,65323
261721,66597
261722,62638
261734,42279
261736,97816
261737,40000
261741,40000
261746,45248
261748,40000
261753,80284
261761,40000
261763,43899
261767,48590
261770,46049
261778,50366
261779,48566
261782,93708
261783,40000
261786,48557
261804,59718
261805,40000
261807,40000
261810,58874
261812,40000
261821,76235
261834,62315
261837,66649
261843,42651
261844,69369
261852,48340
261856,69634
261857,64085
261864,70807
261865,73944
261867,75178
261868,46630
261869,40000
261870,40000
261872,72093
261879,44149
261885,62631
261886,58346
261895,62519
261897,49143
261902,40000
261907,40000
261911,51031
261914,63661
261915,69238
261927,75794
261933,40000
261934,76430
261935,40000
261945,40000
261950,47760
261959,40000
261962,40000
261963,55909
261966,40000
261969,89662
261970,78859
261982,69997
261994,46442
262001,40000
262003,62722
262005,89696
262014,52698
262017,43016
262029,45478
262031,50986
262033,54647
262035,40000
262051,40000
262058,40000
262061,51193
262062,44612
262065,40000
262068,67744
262075,40000
262077,51564
262082,61463
262084,40000
262089,95573
262090,40000
262095,62905
262100,49616
262101,60263
262106,50032
262110,51487
262113,48314
262118,40000
262120,55839
262125,52593
262132,45832
262135,57257
262146,40000
262147,40440
262150,40000
262152,40000
262157,60907
262166,43126
262171,68963
262174,75297
262177,40000
262181,52676
262183,59752
262197,42431
262199,75008
262200,65144
262202,48707
262203,62843
262205,57795
262210,50052
262213,40000
262220,40000
262227,54609
262234,75630
262236,40000
262237,76991
262247,47120
262250,57408
262252,46869
262254,57988
262259,42872
262262,67049
262266,41529
262270,40000
262271,40000
262272,64799
262275,55820
262277,42359
262282,57884
262289,67103
262302,40000
262303,48146
262306,45619
262312,51267
262313,57891
262314,58983
262318,40000
262323,40000
262326,40000
262327,52623
262336,78273
262343,42101
262347,76090
262350,51407
262352,46928
262358,68726
262360,88875
262361,40785
262368,79115
262369,40000
262371,60052
262372,54685
262373,60678
262374,65302
262376,62325
262378,59539
262381,50192
262386,49907
262392,46924
262398,40000
262406,46718
262411,66022
262416,40000
262417,40000
262420,48852
262422,40000
262423,40000
262424,51920
262425,45954
262426,54553
262427,64856
262428,70301
262430,43531
262439,78223
262440,45056
262443,40000
262444,40000
262449,71392
262455,48804
262456,50245
262457,40000
262459,60251
262461,58321
262465,52350
262470,40000
262478,59344
262479,40000
262487,40000
262502,74929
262515,62024
262519,58980
262520,40000
262523,40000
262525,75274
262533,55923
262535,40000
262536,66132
262537,40000
262538,47622
262539,40000
262540,40000
262546,64852
262551,45607
262562,40000
262566,40000
262567,88658
262568,56466
262569,40000
262573,70003
262580,56546
262584,40000
262589,40000
262592,42830
262593,44402
262596,74873
262597,54973
262598,75565
262607,55818
262609,65436
262610,40000
262611,49642
262623,67473
262627,54133
262629,40000
262639,63259
262647,40000
262653,79350
262655,40000
262667,45215
262670,54521
262674,44008
262684,44242
262686,60014
262688,76402
262691,40000
262693,60508
262702,84049
262707,48415
262708,68220
262710,58848
262711,51573
262718,47662
262722,55796
262727,53720
262728,40000
262730,40000
262739,45111
262743,40813
262745,40000
262746,40000
262748,40000
262751,87993
262752,63602
262754,40000
262757,51157
262758,56392
262760,49337
262761,40000
262764,40000
262772,68394
262773,72768
262783,71137
262784,49572
262788,50409
262792,40000
262797,40000
262800,40000
262806,48837
262807,52060
262809,70050
262816,40000
262819,72849
262823,48946
262825,60509
262826,66773
262827,62730
262833,64683
262834,40947
262838,46488
262839,40000
262842,41405
262847,40000
262854,59115
262855,40000
262857,51104
262869,76045
262874,43639
262876,45445
262878,66505
262879,56954
262882,40000
262888,62677
262889,59940
262891,40000
262898,49826
262899,65899
262909,45348
262911,61768
262919,45859
262922,46322
262929,49723
262933,62372
262935,40000
262937,66246
262940,40000
262942,67659
262950,64584
262953,58092
262957,78868
262958,52576
262959,66699
262962,63779
262964,40000
262966,40000
262967,59785
262971,40000
262973,40000
262974,40000
262984,40000
262986,51094
262987,48854
262994,48776
263004,95517
263006,40000
263015,40000
263017,40000
263027,45416
263032,79871
263033,40000
263034,40000
263036,70389
263037,49018
263043,63832
263047,57492
263048,80537
263049,40000
263052,40000
263059,40000
263061,65580
263062,55805
263067,47372
263072,56832
263073,40000
263074,40000
263078,83169
263080,40000
263083,40000
263084,61053
263091,40000
263093,51087
263100,97091
263101,70102
263103,74797
263104,61209
263112,64086
263120,40000
263127,40000
263131,95993
263133,47362
263139,50038
263145,40000
263149,64585
263152,40639
263155,54013
263159,54330
263171,40000
263172,49218
263175,54292
263176,71114
263178,79708
263183,40000
263188,40000
263190,52344
263195,73182
263203,53619
263207,40000
263209,40000
263212,58152
263215,57721
263231,55406
263234,40000
263235,41399
263236,40682
263243,93759
263244,43734
263245,40000
263246,59847
263249,67709
263252,49229
263259,56248
263260,40000
263264,51754
263270,40000
263279,40000
263282,65616
263286,58474
263287,40000
263290,43270
263291,75172
263293,40000
263298,40000
263300,43232
263306,40000
263309,60277
263313,68173
263315,77915
263329,81232
263336,47587
263338,67169
263340,78472
263344,53528
263347,65106
263348,43419
263351,54129
263355,40000
263361,54757
263363,40000
263364,51676
263369,45627
263378,40000
263382,50736
263385,78386
263388,53247
263392,40000
263405,40000
263407,72715
263410,68496
263412,55702
263417,72047
263419,40000
263421,48306
263423,40000
263433,46005
263434,58426
263439,40000
263441,40000
263443,61702
263444,41757
263454,81032
263458,40000
263460,57711
263461,40000
263462,40000
263464,83055
263475,49758
263476,40000
263490,40000
263491,61184
263492,40000
263495,73168
263504,40000
263507,40000
263508,40000
263514,40000
263515,40000
263516,46623
263522,40000
263526,51725
263529,78925
263531,69279
263543,40000
263555,45459
263556,52440
263557,57568
263560,88858
263563,56088
263570,40000
263572,44482
263575,68536
263579,48256
263582,40000
263591,40000
263595,42201
263596,42918
263597,56079
263598,52222
263601,40346
263602,53827
263604,69789
263606,40000
263607,40053
263610,55921
263612,45369
263614,44708
263617,69918
263621,72225
263626,54997
263630,40000
263631,51542
263632,49832
263638,62329
263640,48151
263643,51855
263644,40000
263646,40000
263647,40000
263648,47629
263650,93041
263657,40000
263658,40897
263660,44816
263662,58079
263663,40000
263667,40000
263669,51633
263675,78764
263677,45782
263681,49153
263685,48936
263692,64054
263693,85673
263694,40000
263697,40000
263698,51554
263703,46974
263708,49651
263710,40000
263714,69107
263718,40000
263722,40000
263728,70260
263737,76144
263747,40000
263753,41968
263758,40000
263764,58743
263767,40000
263768,52338
263785,40000
263787,40000
263788,55922
263791,40000
263800,75005
263804,40000
263806,51670
263824,40000
263826,84280
263832,40000
263835,40000
263839,40762
263840,63956
263842,40000
263849,40000
263854,49083
263858,40000
263859,72299
263866,101569
263867,71697
263872,40000
263877,48531
263879,40000
263887,40000
263891,47479
263892,59707
263893,40000
263901,67319
263902,45898
263903,40000
263904,59017
263908,40000
263913,43960
263915,40000
263917,62248
263919,61210
263926,43694
263930,40000
263938,40916
263942,40000
263944,47883
263949,40000
263950,54839
263951,40000
263953,40000
263955,118459
263961,40657
263962,75865
263963,59639
263972,75245
263977,54329
263982,59182
263983,40000
263984,40000
263986,58120
263989,46056
263992,66885
263997,65355
264008,69978
264012,71356
264014,54282
264015,51682
264024,51421
264030,40000
264033,54984
264034,84265
264036,40000
264042,40000
264043,40000
264045,47355
264048,40000
264056,88870
264057,52158
264074,40000
264076,40000
264081,51144
264082,54481
264089,42261
264090,40000
264092,47727
264093,52463
264096,52873
264105,62099
264109,40000
264111,40282
264118,40000
264121,46460
264122,43817
264123,40000
264137,40000
264138,55633
264141,40000
264144,80522
264151,78850
264153,52127
264156,40000
264157,40000
264165,40000
264167,59581
264171,52295
264172,69818
264173,40000
264176,68355
264179,72361
264181,48329
264200,40000
264201,56526
264204,40000
264206,70857
264209,63131
264212,40000
264217,74291
264223,41741
264236,57574
264238,83656
264239,40000
264241,55578
264242,40000
264243,47967
264244,40000
264245,40000
264247,45138
264251,40000
264253,60547
264256,40000
264260,67337
264263,80994
264266,45006
264267,40000
264270,50290
264273,64848
264278,40000
264283,45343
264288,40000
264289,45324
264291,66812
264293,82963
264296,40000
264297,40000
264301,46972
264306,40000
264307,46386
264310,73738
264324,42053
264326,63594
264331,66765
264336,63302
264341,55362
264342,40000
264353,40000
264356,63556
264357,54348
264359,77732
264362,73176
264365,67138
264371,42913
264373,68995
264381,40000
264385,40000
264390,91248
264391,73848
264394,40000
264395,40077
264405,89566
264406,48569
264410,103201
264415,59936
264421,67325
264424,46524
264426,78525
264427,75191
264431,43417
264435,96179
264440,41577
264442,48333
264446,56131
264447,62827
264452,40000
264454,45045
264457,46147
264461,40000
264462,42527
264470,47358
264473,46153
264476,63288
264479,40000
264486,40000
264487,56633
264488,42190
264492,67776
264500,40000
264501,63201
264504,46710
264508,40000
264514,40000
264515,40000
264517,40000
264531,64629
264536,44337
264537,40000
264545,46760
264548,75538
264550,54322
264551,92187
264552,40000
264563,41837
264567,42405
264569,40000
264570,58833
264572,59046
264580,40000
264581,47326
264587,61064
264590,40000
264591,54814
264595,40000
264601,66220
264602,53651
264606,66907
264613,42645
264617,43299
264621,75550
264623,68060
264629,53770
264638,86908
264640,40000
264641,53513
264642,50307
264646,62261
264647,54193
264649,82054
264650,72871
264652,40000
264655,40000
264658,40000
264663,46060
264664,61545
264667,48067
264670,47463
264678,40000
264680,55659
264686,40000
264688,64660
264694,41842
264697,40000
264702,72006
264707,54004
264712,40000
264714,76590
264719,68262
264723,57162
264729,57319
264736,47374
264738,42399
264739,43980
264740,65733
264747,45375
264748,86261
264749,44477
264750,40000
264753,51648
264755,71248
264757,48751
264758,70041
264759,72517
264761,43792
264769,48143
264776,45186
264785,47902
264796,44448
264805,53118
264811,52003
264829,40000
264833,40000
264835,57763
264837,47537
264840,65572
264844,60903
264847,85474
264854,55589
264863,62594
264870,46627
264873,40000
264874,70648
264876,40000
264879,41053
264881,53395
264885,67239
264888,69828
264893,40000
264894,51566
264901,45723
264903,47487
264905,54477
264906,46469
264910,57373
264912,40000
264923,40000
264924,40000
264933,73368
264935,42087
264941,45701
264942,78221
264943,40000
264955,59422
264956,40000
264964,40000
264969,45620
264974,77823
264978,56580
264983,70291
264986,48389
264988,40000
264990,49627
264992,86528
265012,46709
265014,40000
265028,65468
265029,65102
265031,40000
265042,40000
265046,40000
265048,54136
265050,67713
265054,51395
265055,67853
265064,40000
265071,71173
265079,40997
265080,68121
265094,53238
265097,66089
265099,40000
265102,43142
265108,47868
265109,40000
265114,40721
265115,81873
265121,40000
265122,43834
265125,63888
265128,40000
265129,58800
265135,62393
265137,40000
265139,54900
265140,57752
265148,48800
265150,47013
265155,40000
265162,62706
265167,53493
265173,44477
265174,43117
265177,40000
265178,48212
265179,62195
265189,45396
265194,40000
265215,77946
265217,40000
265224,40000
265225,40000
265226,40000
265229,53269
265235,55293
265242,51714
265245,68942
265248,66628
265253,40000
265256,53829
265265,57250
265268,72489
265270,52632
265279,40000
265280,52216
265282,40000
265293,79470
265294,66311
265298,44672
265300,67225
265310,40000
265312,40000
265317,71680
265320,61803
265327,75982
265330,40000
265336,42453
265341,45576
265342,40000
265343,40000
265344,49632
265345,40000
265346,60719
265351,40000
265353,40000
265356,40000
265360,40000
265366,40000
265369,40000
265372,66379
265374,64789
265375,40000
265379,84036
265380,40000
265383,65674
265384,40000
265386,71481
265387,40000
265388,66163
265391,55039
265395,43286
265397,47631
265401,46139
265404,80351
265408,81322
265409,41049
265414,44770
265415,47280
265427,59815
265428,40000
265433,43891
265437,64500
265438,72287
265444,40000
265451,43695
265453,54697
265454,51736
265455,95788
265459,58770
265460,56089
265463,54803
265464,40000
265471,53679
265472,66826
265476,40000
265477,40000
265485,87121
265489,42107
265494,40000
265507,40000
265509,40000
265513,40989
265515,50723
265520,48745
265524,70266
265527,44057
265536,43639
265537,40000
265544,87849
265546,51455
265547,41368
265554,40000
265557,43271
265561,66031
265562,46626
265563,40000
265564,50742
265567,48808
265580,40000
265582,70037
265584,75695
265588,40000
265592,63221
265594,40000
265596,43628
265597,68531
265599,45814
265605,52581
265614,71343
265615,42291
265621,53018
265624,40000
265625,47515
265634,40000
265636,67895
265637,40000
265640,46591
265642,40000
265643,43540
265644,44644
265646,49075
265647,45716
265653,41992
265658,40000
265663,40000
265664,46474
265669,40000
265670,76465
265683,75578
265684,54461
265685,47643
265686,41937
265690,81667
265693,79929
265698,40000
265702,93150
265704,49775
265705,40000
265713,40000
265714,40000
265716,72719
265717,51533
265728,44082
265730,54862
265731,44859
265737,78362
265746,40000
265754,67675
265766,54890
265767,40000
265771,40137
265773,41415
265780,46391
265781,74060
265784,40000
265787,40000
265789,61150
265790,40000
265793,40000
265799,53674
265801,40000
265804,68621
265810,86308
265812,40000
265813,98944
265820,55552
265822,40000
265832,43005
265833,56264
265834,48092
265835,40000
265842,40000
265846,76902
265847,64185
265848,67664
265857,96997
265858,40000
265870,69221
265871,40000
265877,40000
265882,80703
265883,66041
265885,77409
265886,90515
265890,40000
265893,63545
265896,40000
265908,40000
265913,54862
265923,47035
265925,42118
265930,78592
265934,40000
265939,40000
265941,53629
265951,50512
265957,40000
265964,57303
265970,40000
265971,62593
265974,74010
265976,73448
265977,42443
265980,52867
265989,58672
265992,50777
265994,40000
265997,66184
266002,82536
266009,53253
266013,71069
266015,60521
266023,42926
266026,49321
266028,88129
266031,64570
266036,72422
266037,71022
266045,69355
266046,40000
266050,55565
266052,63554
266054,52127
266057,80400
266059,40000
266061,48547
266062,70061
266063,52261
266065,67134
266071,56235
266075,51023
266076,61566
266079,40000
266080,40000
266084,40000
266087,67634
266091,60046
266105,40000
266106,73978
266107,40000
266109,42761
266113,63723
266115,67019
266117,50844
266118,56632
266123,71455
266124,40000
266130,63429
266132,40000
266136,40000
266137,59646
266143,40000
266144,40000
266145,40000
266146,77213
266151,75378
266160,40168
266167,40000
266169,40000
266176,49014
266179,49620
266180,94088
266184,53245
266185,48342
266193,40000
266208,83628
266211,53424
266216,62075
266220,46460
266223,79431
266234,62765
266239,95252
266243,71646
266246,48825
266248,81355
266251,57873
266257,45294
266265,40000
266273,40000
266278,50629
266283,61039
266295,59437
266300,61008
266301,78942
266308,40000
266310,40000
266315,57252
266316,74180
266331,40000
266335,40000
266341,75864
266349,44242
266350,55511
266354,40000
266358,56631
266361,84508
266370,63090
266372,58173
266373,64454
266375,40000
266380,44805
266382,47243
266385,40000
266389,61555
266390,40000
266392,69027
266395,56181
266396,40000
266402,43488
266406,64866
266414,54159
266419,45265
266421,59463
266431,69009
266433,40000
266437,43569
266442,40000
266443,82034
266446,40000
266455,53766
266463,44029
266469,100500
266471,70695
266473,73972
266480,55867
266488,41520
266492,40000
266493,77170
266500,81812
266504,77639
266505,47730
266509,58321
266512,51839
266515,40000
266516,49321
266519,40000
266522,62273
266533,58103
266540,40000
266544,58877
266545,40000
266552,43460
266554,63517
266558,47199
266561,40000
266566,41105
266571,49683
266573,40000
266574,48031
266584,40000
266588,55738
266599,57370
266604,57137
266608,58582
266622,68311
266624,40782
266625,53658
266628,56460
266635,40000
266638,55294
266640,46228
266641,40000
266645,40000
266648,46179
266650,40000
266651,53016
266652,40000
266653,56954
266655,47540
266661,64107
266667,52926
266669,62406
266675,46222
266677,81181
266679,68803
266680,73842
266681,63054
266691,40000
266700,40000
266704,40000
266705,64544
266712,40000
266714,46183
266721,40000
266723,40000
266724,73819
266725,56124
266727,62716
266731,46674
266748,54311
266752,83085
266764,49350
266767,40000
266781,77692
266783,40128
266784,82739
266786,40000
266790,63189
266794,64627
266801,68104
266804,60966
266806,84869
266812,61773
266815,79085
266817,52671
266825,48404
266831,48474
266835,45499
266836,55139
266839,92261
266848,40000
266849,48982
266850,89438
266852,55528
266859,64707
266862,40000
266863,68441
266865,69391
266870,74981
266873,40000
266877,40000
266878,43186
266879,40000
266884,43136
266889,40355
266890,64464
266898,54956
266903,40000
266906,69414
266907,79122
266910,48356
266911,46978
266916,40000
266917,47226
266933,84760
266935,45345
266936,52685
266947,40000
266948,49277
266949,41692
266953,44481
266954,57342
266955,40000
266957,40000
266959,52974
266961,42770
266969,40916
266971,40000
266980,58693
266981,46155
266983,54412
266993,46004
266995,40000
266996,56024
267006,40000
267010,40000
267016,45766
267017,40000
267023,87060
267024,40000
267030,65247
267031,40000
267034,94984
267037,61402
267040,58444
267048,75336
267054,40000
267055,40000
267058,60907
267065,40000
267068,40000
267071,62788
267072,66026
267076,81945
267077,70945
267083,40000
267087,60215
267088,69152
267090,40000
267116,40000
267119,54184
267127,51174
267132,53289
267134,51778
267137,71637
267139,43656
267145,46974
267146,51539
267151,40000
267166,40000
267169,74647
267187,54480
267204,40000
267208,43855
267209,40000
267212,40000
267233,40000
267237,55737
267244,64882
267246,46225
267247,51419
267250,61701
267258,43150
267260,41933
267261,40000
267267,40000
267268,40000
267270,41725
267272,61931
267273,40000
267276,46443
267279,67642
267282,53228
267286,47144
267287,53747
267299,51944
267302,82014
267307,40000
267309,49852
267310,60629
267312,40000
267317,60477
267320,40000
267321,40000
267326,84789
267330,70259
267331,63113
267332,54631
267333,52507
267340,41426
267342,73843
267346,40000
267352,40000
267354,59923
267355,56135
267356,63968
267357,40000
267359,50002
267360,40000
267365,40000
267366,40000
267367,70442
267370,44206
267374,78384
267377,56068
267383,50504
267385,41236
267393,63053
267401,55341
267408,40000
267412,45022
267431,40000
267434,40000
267437,40000
267438,54072
267440,40000
267460,40000
267461,40000
267463,40000
267466,73889
267470,65087
267475,40000
267477,40000
267480,40000
267482,40000
267486,46694
267487,54654
267489,59482
267491,42984
267492,71660
267493,53889
267496,60583
267501,59268
267505,40000
267509,87567
267511,53239
267514,47573
267515,64434
267520,50885
267524,40000
267526,58431
267527,40000
267528,40000
267530,40000
267534,40000
267537,40000
267539,56989
267541,40000
267543,63885
267547,65635
267551,64222
267555,53168
267557,43616
267558,45016
267561,45956
267563,40000
267564,42249
267566,48627
267567,46430
267570,40000
267573,40000
267577,47229
267578,47837
267580,54640
267581,59736
267582,42218
267584,40000
267586,40000
267590,59795
267597,57474
267599,40098
267602,48975
267607,73444
267608,97364
267609,40000
267610,43709
267618,60441
267620,94490
267621,69706
267622,66089
267623,40000
267628,50355
267635,44660
267640,58350
267641,40000
267643,82584
267647,42023
267650,56106
267652,40364
267654,40000
267658,69294
267660,42636
267661,60632
267666,53816
267670,40000
267671,40000
267674,74637
267685,57568
267690,40000
267691,73612
267695,44230
267697,40000
267700,55294
267701,45644
267702,73724
267706,62086
267710,40000
267714,80437
267717,42229
267723,50906
267724,110842
267725,51608
267731,43353
267734,89181
267736,40000
267739,63971
267740,56172
267742,50650
267743,69016
267748,47851
267749,78290
267756,40000
267757,77825
267759,40000
267761,40000
267763,59273
267768,65660
267770,104807
267772,40000
267778,40725
267786,57445
267787,55656
267793,52454
267801,40000
267805,40000
267809,40000
267812,66984
267814,79347
267822,40000
267825,49240
267826,86675
267837,40000
267838,64335
267839,90141
267844,42923
267845,48202
267846,40000
267847,40000
267850,45550
267852,40000
267864,79112
267869,72124
267875,42787
267877,44375
267878,50955
267880,44262
267885,90656
267890,40000
267892,40000
267893,45934
267894,40000
267900,73874
267903,40510
267904,52749
267907,44322
267911,55850
267912,55360
267925,40000
267926,40000
267930,40000
267937,60131
267939,40000
267941,40000
267951,49076
267952,61855
267956,44296
267959,73021
267968,58344
267973,70766
267976,40000
267993,70536
268000,40000
268002,73535
268009,52608
268013,40000
268016,61163
268020,40000
268033,55401
268035,50054
268037,74389
268044,40000
268048,61825
268050,40000
268053,40000
268056,40000
268059,40000
268064,40000
268065,70538
268076,49635
268080,75847
268081,81401
268082,49949
268083,85529
268092,48281
268093,40000
268099,45405
268107,57216
268112,71794
268114,40000
268122,40079
268123,45624
268124,40000
268126,80582
268129,40000
268132,73427
268134,73701
268139,40000
268140,45863
268143,76285
268144,41480
268152,69116
268154,54150
268156,40000
268157,66534
268159,40157
268160,40000
268161,70655
268171,43610
268174,68137
268182,97189
268189,40000
268190,79443
268195,40000
268198,77114
268205,58964
268206,49854
268208,49493
268216,67699
268217,40000
268219,49072
268224,43543
268225,40000
268229,95164
268230,79339
268245,76054
268264,48149
268271,40000
268274,40000
268279,40000
268280,40000
268285,40000
268288,40000
268295,40000
268296,41884
268303,50858
268310,51693
268313,71104
268314,53381
268318,48157
268320,42695
268321,40000
268322,40000
268333,43516
268335,44662
268336,91139
268345,40000
268348,45450
268349,40000
268350,72816
268353,58858
268356,40000
268360,43511
268364,40000
268367,74076
268368,88613
268371,62781
268374,67695
268376,69017
268377,40000
268384,58675
268386,52306
268391,63041
268403,48058
268414,55040
268418,40000
268419,41920
268421,40000
268425,79154
268427,40000
268432,55196
268436,40000
268442,40000
268443,40000
268445,54634
268450,54296
268452,40000
268461,65069
268463,57717
268465,73002
268469,40000
268486,40000
268500,40000
268503,54902
268513,52262
268522,40000
268526,50709
268532,58951
268534,44991
268537,96467
268541,67727
268542,41944
268548,78679
268550,41603
268551,71173
268552,81801
268553,67788
268556,44294
268561,40000
268563,50753
268566,73481
268568,40000
268577,40000
268578,58873
268588,71210
268589,47980
268593,64082
268597,48402
268602,58539
268604,52831
268606,48159
268617,53265
268618,56395
268621,40000
268623,40000
268626,49159
268627,40000
268629,51294
268633,74513
268643,77965
268647,64604
268648,60174
268659,94126
268664,48177
268666,42708
268674,67000
268683,78359
268685,88628
268691,69988
268692,65199
268697,61165
268698,40000
268707,41365
268708,40000
268714,49231
268715,84324
268718,40000
268722,55840
268724,44178
268732,88432
268735,73147
268745,81806
268749,40000
268760,40000
268763,47205
268769,40000
268770,40000
268772,40813
268777,40000
268782,67056
268783,60276
268784,40000
268788,40000
268794,72343
268795,50641
268797,49075
268803,40284
268804,51947
268809,45024
268815,77856
268820,40000
268821,50681
268834,40000
268835,82258
268836,42532
268839,57544
268842,43250
268843,80576
268844,42473
268855,54527
268856,40000
268859,40000
268861,58177
268868,45322
268871,40000
268874,40000
268881,40000
268887,40000
268888,67702
268892,46674
268893,47628
268905,49023
268907,75981
268909,40000
268911,40000
268913,40000
268918,40315
268922,65189
268924,44967
268925,40000
268929,77007
268936,52623
268939,41583
268940,40000
268942,55364
268945,56377
268946,64792
268948,61394
268954,101698
268956,44378
268964,40000
268968,40000
268970,40000
268980,68803
268986,55273
268989,44700
268993,69789
268994,48270
268998,53580
269013,40000
269014,40000
269015,40000
269020,40070
269029,77497
269031,43088
269033,73061
269038,40000
269044,47559
269045,40000
269046,49509
269048,62183
269055,73162
269058,55204
269061,54758
269070,40000
269073,52691
269074,97694
269075,70080
269078,48114
269085,49966
269086,43840
269091,40000
269098,41719
269107,60153
269113,51128
269118,67422
269119,72335
269121,62611
269125,52910
269126,40000
269128,40000
269129,40000
269132,81684
269133,40000
269137,69004
269144,49081
269156,40000
269157,84354
269162,82890
269167,40000
269168,83440
269170,93106
269174,61990
269176,40000
269177,76012
269184,53362
269189,40000
269204,40000
269207,64581
269210,44002
269211,43591
269218,43847
269220,40000
269221,48443
269225,46873
269227,62306
269228,40000
269238,40000
269241,43680
269244,40000
269252,65078
269254,74212
269258,52133
269259,89133
269261,40000
269266,40000
269268,73679
269270,69219
269271,71177
269277,69473
269278,40000
269283,59391
269290,41252
269295,40000
269302,40000
269312,40000
269314,46091
269315,40000
269321,49143
269323,57550
269341,62282
269345,40000
269352,47876
269354,41286
269357,40000
269360,40000
269361,45444
269365,40000
269366,73013
269371,65811
269378,55338
269380,91450
269382,63214
269385,42307
269386,40000
269387,48991
269393,40000
269396,50321
269407,54731
269409,87753
269414,49760
269416,44677
269423,57921
269440,41162
269441,40000
269443,52961
269445,88009
269453,46733
269467,71404
269468,52230
269469,43588
269471,40000
269472,45637
269474,44136
269476,40000
269484,40000
269486,40000
269487,59190
269494,40000
269497,57468
269503,66108
269504,40000
269505,51237
269511,53093
269512,48492
269513,77307
269516,53726
269521,48961
269524,51232
269526,67146
269528,40516
269532,40000
269533,42035
269536,40000
269543,50023
269557,40000
269558,40000
269564,47941
269573,63647
269576,60055
269582,73934
269586,70954
269587,40000
269592,40000
269600,73164
269601,40000
269602,41522
269604,84808
269611,43619
269618,41792
269620,48819
269623,56490
269628,40000
269629,40000
269631,40000
269635,73998
269641,48293
269643,43139
269647,44812
269650,65733
269653,40000
269655,48972
269657,68690
269665,72687
269667,44783
269670,53916
269672,40000
269674,96502
269675,40528
269676,53204
269681,46750
269692,41563
269694,45286
269699,40000
269700,63195
269702,58296
269705,62003
269708,49649
269712,44350
269713,52196
269724,42087
269727,53653
269732,40000
269735,40000
269736,47356
269742,62576
269743,40000
269749,77532
269754,65131
269755,60011
269756,43686
269762,40000
269764,54995
269765,40000
269771,89743
269776,56149
269784,40000
269786,58519
269791,59092
